Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Mercer,Drew Johnson,All,865,132,86.4,100.9,107.5,25.0%,13.0°,9.2°,37.1,2.3%,3,0.24,0.246,0.321,0.335,38.6%,29.5%,26.5%,38.5%,58.0%,88.1%,23.5%,22.5%,110
Sam Houston State,Grant Nottlemann,All,285,31,84.9,96.2,97.8,19.4%,0.1°,4.6°,38.7,0.0%,0,0.244,0.281,0.321,0.366,58.1%,6.5%,35.5%,29.8%,52.7%,91.2%,10.9%,17.6%,99
Dallas Baptist,Adam Berghult,All,386,81,87.9,102.4,105.4,38.3%,16.5°,11.5°,27.2,3.7%,3,0.212,0.251,0.321,0.322,39.5%,37.0%,18.5%,46.4%,68.0%,83.7%,27.3%,25.7%,86
Winthrop,Colin Crowley,All,724,112,83.2,102.0,104.1,20.5%,7.7°,14.6°,28.6,0.0%,0,0.246,0.237,0.321,0.332,51.8%,17.0%,26.8%,38.1%,62.3%,88.6%,20.0%,18.8%,123
UMass,Braden Sullivan,All,263,40,84.2,99.0,103.6,15.0%,25.7°,15.0°,27.5,0.0%,0,0.216,0.202,0.321,0.318,25.0%,45.0%,20.0%,35.7%,62.5%,91.4%,15.9%,14.9%,131
California PA,Ryan Callahan,All,48,15,81.2,105.0,105.3,26.7%,9.7°,19.5°,40.0,13.3%,2,0.267,0.363,0.321,0.44,40.0%,20.0%,33.3%,66.7%,90.5%,89.5%,48.1%,9.4%,85
Little Rock,Jayce Blalock,All,192,27,88.8,104.4,106.1,44.4%,8.7°,29.5°,33.3,14.8%,4,0.211,0.251,0.321,0.393,37.0%,40.7%,14.8%,43.2%,66.2%,77.4%,26.8%,27.7%,91
Clemson,Andrew Ciufo,All,875,124,84.3,102.7,112.4,31.5%,12.8°,18.2°,33.1,5.6%,7,0.255,0.217,0.321,0.324,41.9%,30.6%,22.6%,44.2%,64.3%,81.5%,28.3%,28.7%,81
Kentucky,Dylan Koontz,All,359,47,85.6,102.4,112.6,38.3%,16.6°,18.1°,31.9,6.4%,3,0.209,0.222,0.321,0.337,36.2%,29.8%,25.5%,43.7%,67.5%,78.4%,26.4%,29.3%,100
Northern Illinois,Kaden Kosobucki,All,274,33,84.1,101.0,102.3,36.4%,6.8°,21.5°,39.4,3.0%,1,0.208,0.226,0.321,0.356,39.4%,30.3%,27.3%,33.2%,58.5%,82.3%,17.3%,20.9%,130
Samford,Gatlin Pitts,All,299,42,88.2,103.9,107.3,38.1%,4.1°,6.4°,33.3,4.8%,2,0.239,0.212,0.321,0.272,47.6%,21.4%,28.6%,42.8%,63.8%,73.9%,24.8%,35.2%,84
Northern Colorado,Jake Bullard,All,201,31,87.0,99.6,102.0,25.8%,8.7°,9.3°,38.7,0.0%,0,0.256,0.299,0.321,0.361,48.4%,16.1%,32.3%,40.3%,60.2%,84.9%,24.8%,28.4%,106
Limestone,Wyatt Stone,All,45,5,79.1,94.1,95.9,20.0%,1.4°,21.5°,40.0,0.0%,0,0.125,0.139,0.321,0.307,60.0%,0.0%,20.0%,42.2%,71.4%,60.0%,29.0%,42.1%,119
Southern Indiana,Charlie Marisca,All,165,23,83.9,97.2,102.2,21.7%,8.8°,8.9°,30.4,0.0%,0,0.265,0.243,0.321,0.314,60.9%,21.7%,17.4%,41.2%,67.7%,81.0%,25.2%,33.8%,106
Harvard,Matthew Giberti,All,489,88,76.8,92.2,96.1,2.3%,10.8°,15.8°,33.0,0.0%,0,0.311,0.208,0.321,0.271,51.1%,22.7%,22.7%,44.4%,64.5%,88.4%,26.8%,18.0%,92
Campbell,Andrew Keller,All,262,45,84.1,103.0,105.6,33.3%,8.0°,12.8°,24.4,6.7%,3,0.233,0.254,0.321,0.338,48.9%,22.2%,17.8%,54.2%,81.0%,84.0%,32.9%,29.6%,94
Fresno State,Jacob Pappas,All,175,30,81.3,98.7,104.1,13.3%,-9.0°,16.6°,16.7,0.0%,0,0.262,0.211,0.321,0.265,76.7%,6.7%,16.7%,45.7%,68.7%,84.8%,31.5%,36.2%,85
Carson-Newman,Ryan Bolton,All,180,49,82.3,95.7,96.2,12.2%,-3.7°,-3.0°,22.4,0.0%,0,0.308,0.271,0.321,0.287,59.2%,8.2%,22.4%,46.1%,67.1%,98.1%,29.7%,7.2%,73
CSU Bakersfield,Matthew Dobson,All,142,28,86.2,101.4,103.9,35.7%,2.7°,17.8°,28.6,0.0%,0,0.25,0.241,0.321,0.347,50.0%,25.0%,17.9%,51.4%,78.3%,87.2%,31.7%,21.9%,79
Union,Grant Ross,All,106,20,90.9,100.0,103.6,40.0%,5.5°,6.7°,50.0,0.0%,0,0.281,0.296,0.321,0.328,45.0%,5.0%,45.0%,50.9%,67.4%,74.2%,38.3%,38.9%,65
Lipscomb,Aaron Stelogeannis,All,559,88,88.5,100.0,103.6,35.2%,5.3°,4.5°,35.2,1.1%,1,0.27,0.244,0.321,0.302,54.5%,20.5%,22.7%,44.9%,62.5%,86.9%,30.0%,24.3%,66
British Columbia,Russell Young,All,78,7,90.7,100.5,104.2,28.6%,13.7°,11.4°,42.9,14.3%,1,0.2,0.188,0.32,0.297,28.6%,28.6%,42.9%,34.6%,50.0%,86.7%,25.0%,33.3%,82
North Greenville,Payton Howard,All,52,6,76.3,96.5,98.0,16.7%,5.2°,16.0°,33.3,0.0%,0,0.333,0.25,0.32,0.275,50.0%,0.0%,33.3%,48.1%,87.5%,92.9%,30.6%,24.0%,88
Valparaiso,Patrick Ilitch,All,388,64,85.5,103.4,106.8,26.6%,8.0°,24.5°,35.9,10.9%,7,0.226,0.22,0.32,0.302,46.9%,18.8%,26.6%,55.9%,76.3%,72.4%,36.4%,35.9%,80
St. Bonaventure,Christopher Hoalcraft,All,211,46,88.0,100.2,101.8,37.0%,11.8°,9.6°,32.6,0.0%,0,0.273,0.25,0.32,0.308,50.0%,17.4%,21.7%,49.8%,69.5%,84.9%,30.2%,21.9%,64
Western Kentucky,Reid Howard,All,702,142,86.6,99.4,104.5,26.1%,15.5°,8.2°,40.1,0.0%,0,0.266,0.281,0.32,0.339,38.0%,22.5%,31.0%,49.0%,72.6%,89.9%,29.9%,15.4%,79
USF,Rafael Betancourt,All,522,119,87.6,99.1,105.6,32.8%,14.8°,11.7°,37.0,2.5%,3,0.294,0.301,0.32,0.345,33.6%,31.1%,30.3%,52.7%,76.1%,95.0%,33.1%,14.5%,71
Arizona,Easton Breyfogle,All,649,105,91.3,109.0,113.1,57.1%,2.1°,9.1°,25.7,8.6%,9,0.238,0.282,0.32,0.373,55.2%,20.0%,22.9%,46.1%,72.6%,84.9%,26.7%,25.8%,92
Mars Hill,Blake Russell,All,61,9,88.2,98.5,99.3,44.4%,-2.6°,3.4°,22.2,0.0%,0,0.333,0.194,0.32,0.197,77.8%,0.0%,22.2%,55.7%,82.6%,84.2%,39.5%,23.5%,75
Old Dominion,Maverick Stallings,All,324,47,91.1,108.1,111.1,48.9%,6.1°,13.8°,29.8,12.8%,6,0.243,0.221,0.32,0.309,46.8%,21.3%,21.3%,49.4%,73.7%,75.2%,31.6%,39.4%,85
Austin Peay,DJ Merriweather,All,74,12,91.5,107.0,108.4,41.7%,-4.0°,10.7°,25.0,0.0%,0,0.2,0.317,0.32,0.4,58.3%,16.7%,25.0%,40.5%,71.0%,86.4%,18.6%,16.7%,118
Texas Southern,Damien Garcia,All,91,15,87.1,103.9,104.4,33.3%,8.9°,14.6°,33.3,6.7%,1,0.238,0.283,0.32,0.352,53.3%,20.0%,26.7%,48.4%,52.5%,81.0%,45.1%,36.4%,28
Radford,Tyler Kehoe,All,592,97,81.1,95.4,99.7,12.4%,14.9°,11.5°,33.0,0.0%,0,0.263,0.222,0.32,0.271,36.1%,36.1%,22.7%,58.3%,85.7%,79.8%,40.7%,31.6%,73
Concordia Texas,Logan Smith,All,50,7,77.8,91.5,92.6,0.0%,6.2°,-,42.9,0.0%,0,0.3,0.216,0.32,0.261,57.1%,0.0%,28.6%,52.0%,72.7%,100.0%,46.2%,7.7%,79
Miami,Bobby Marsh,All,570,106,88.3,101.7,106.9,40.6%,18.1°,18.8°,39.6,8.5%,9,0.245,0.255,0.32,0.332,33.0%,38.7%,23.6%,52.5%,71.8%,85.2%,37.8%,24.1%,50
Notre Dame,Brady Gumpf,All,528,84,89.4,105.7,109.9,38.1%,13.4°,13.9°,33.3,4.8%,4,0.254,0.252,0.32,0.339,38.1%,28.6%,29.8%,49.2%,68.9%,77.7%,34.3%,31.9%,61
Milwaukee,Gabe Roessler,All,420,74,87.4,99.7,103.2,29.7%,12.6°,9.0°,32.4,2.7%,2,0.22,0.248,0.32,0.342,41.9%,27.0%,24.3%,35.5%,57.7%,91.4%,18.5%,14.1%,116
Dallas Baptist,Luke Heefner,All,426,74,85.7,103.1,105.7,31.1%,8.6°,7.3°,31.1,5.4%,4,0.232,0.247,0.32,0.342,48.6%,27.0%,21.6%,43.7%,66.5%,86.6%,27.1%,24.2%,92
Richmond,Connor Larson,All,558,93,84.0,103.1,109.1,31.2%,7.7°,10.6°,28.0,1.1%,1,0.258,0.23,0.32,0.306,49.5%,22.6%,20.4%,43.5%,69.8%,82.6%,26.2%,25.1%,92
Grand Canyon,Luke Moeller,All,44,9,86.6,91.1,93.6,22.2%,7.9°,-1.9°,22.2,0.0%,0,0.3,0.3,0.32,0.342,55.6%,33.3%,11.1%,47.7%,60.0%,100.0%,37.5%,23.8%,37
Harvard,William Lybrook,All,419,54,89.0,107.4,110.4,40.7%,4.4°,12.1°,37.0,3.7%,2,0.284,0.242,0.32,0.309,42.6%,16.7%,37.0%,42.0%,60.7%,75.6%,25.6%,38.1%,88
UC San Diego,Jayden Lee,All,37,9,86.5,95.6,98.4,33.3%,10.9°,-6.8°,11.1,0.0%,0,0.3,0.339,0.32,0.367,66.7%,22.2%,11.1%,32.4%,68.8%,100.0%,4.8%,8.3%,132
Marshall,Joel Gardner,All,75,5,73.2,-,-,20.0%,-21.9°,-5.6°,0.0,0.0%,0,0.182,0.093,0.32,0.262,100.0%,0.0%,0.0%,34.7%,62.5%,65.0%,14.0%,34.6%,121
Louisiana Tech,Matt Houston,All,156,23,88.5,102.8,104.5,39.1%,16.0°,16.7°,56.5,8.7%,2,0.25,0.293,0.32,0.39,21.7%,30.4%,47.8%,41.0%,54.8%,80.0%,28.9%,28.1%,73
Creighton,Jack Torosian,All,164,22,82.8,102.1,103.1,31.8%,-5.1°,13.7°,27.3,0.0%,0,0.258,0.261,0.32,0.311,68.2%,13.6%,18.2%,37.8%,55.8%,93.0%,21.8%,14.5%,94
West Texas A&M,Ryan Camacho,All,49,7,84.7,87.6,90.6,0.0%,8.4°,-,42.9,0.0%,0,0.3,0.322,0.32,0.352,42.9%,14.3%,42.9%,24.5%,47.1%,100.0%,12.5%,16.7%,138
Seattle,Tyler Peterson,All,407,76,84.5,96.6,98.1,13.2%,9.2°,8.7°,38.2,0.0%,0,0.258,0.251,0.32,0.331,40.8%,17.1%,35.5%,42.5%,70.8%,88.2%,17.2%,16.8%,138
Long Beach State,Efren Ortega,All,116,18,80.8,99.0,99.1,22.2%,2.1°,10.2°,38.9,0.0%,0,0.19,0.325,0.32,0.433,61.1%,11.1%,27.8%,30.2%,63.4%,88.5%,12.0%,11.4%,152
Cincinnati,Derrick Pitts,All,281,50,86.9,101.8,104.2,40.0%,13.8°,16.7°,40.0,8.0%,4,0.268,0.231,0.32,0.326,36.0%,42.0%,20.0%,53.4%,71.3%,80.5%,39.6%,31.3%,52
Kansas State,Donte Lewis,All,326,45,84.7,104.0,107.0,26.7%,4.0°,-3.6°,28.9,0.0%,0,0.238,0.229,0.32,0.317,53.3%,20.0%,22.2%,35.6%,60.3%,80.5%,17.9%,28.4%,95
USF,Jackson Mayo,All,635,107,87.3,104.7,109.1,35.5%,20.4°,17.7°,26.2,4.7%,5,0.221,0.206,0.319,0.3,35.5%,32.7%,21.5%,46.1%,68.3%,84.2%,27.9%,25.6%,80
Oklahoma State,Avery Ortiz,All,211,31,86.7,104.9,105.6,32.3%,15.9°,16.6°,35.5,12.9%,4,0.227,0.251,0.319,0.346,38.7%,38.7%,16.1%,41.7%,63.0%,86.2%,25.2%,28.4%,87
North Carolina,Perry Hargett,All,315,52,86.2,100.6,102.0,32.7%,14.8°,13.6°,32.7,1.9%,1,0.224,0.224,0.319,0.315,40.4%,30.8%,23.1%,43.8%,69.7%,81.1%,19.6%,26.1%,117
Grand Canyon,Marcus Galvan,All,241,41,87.5,98.8,101.0,26.8%,-0.1°,7.6°,39.0,0.0%,0,0.28,0.273,0.319,0.325,53.7%,9.8%,31.7%,35.3%,58.1%,91.2%,13.7%,15.3%,116
Oklahoma,Kyle Branch,All,834,166,86.2,99.0,100.9,28.9%,4.3°,3.5°,31.3,0.0%,0,0.277,0.278,0.319,0.325,53.6%,19.3%,25.9%,40.5%,63.1%,94.4%,20.4%,11.5%,105
Wright State,Luke Arnold,All,585,96,88.3,103.9,107.8,35.4%,13.3°,16.6°,32.3,4.2%,4,0.231,0.23,0.319,0.331,41.7%,32.3%,21.9%,46.0%,72.4%,83.6%,29.1%,30.5%,83
Charlotte,Johnny Sutryk,All,224,32,89.3,103.1,106.4,40.6%,18.7°,18.3°,12.5,6.2%,2,0.159,0.178,0.319,0.307,34.4%,50.0%,6.2%,41.1%,70.2%,78.8%,20.0%,32.6%,122
Coastal Carolina,Wells Sykes,All,676,137,87.7,101.4,104.7,33.6%,5.3°,8.2°,38.0,2.2%,3,0.29,0.268,0.319,0.321,48.2%,21.2%,29.9%,49.7%,64.8%,86.1%,36.9%,26.2%,54
Northern Kentucky,Tyler Shaneyfelt,All,401,51,83.6,97.5,101.8,21.6%,14.2°,10.3°,39.2,0.0%,0,0.247,0.29,0.319,0.389,33.3%,27.5%,31.4%,35.2%,55.6%,87.5%,17.3%,17.7%,107
Valparaiso,Aidan Thaxton,All,397,97,85.1,98.9,103.5,27.8%,11.9°,7.5°,33.0,1.0%,1,0.269,0.306,0.319,0.352,42.3%,21.6%,27.8%,50.4%,69.1%,90.1%,35.6%,15.5%,86
Prairie View,Brayden Johnson,All,80,11,81.8,91.6,91.9,9.1%,4.5°,-4.8°,36.4,0.0%,0,0.211,0.166,0.319,0.246,54.5%,9.1%,18.2%,53.8%,79.4%,74.1%,34.8%,41.9%,43
Grand Canyon,Carson Ohland,All,206,37,84.9,96.4,98.4,21.6%,19.3°,16.2°,45.9,0.0%,0,0.244,0.233,0.319,0.307,27.0%,40.5%,29.7%,41.3%,60.2%,87.5%,25.7%,23.5%,72
Troy,Harrison Bowman,All,223,35,89.7,102.7,106.0,48.6%,9.8°,8.3°,22.9,5.7%,2,0.25,0.249,0.319,0.34,51.4%,22.9%,20.0%,39.5%,57.8%,94.2%,27.1%,22.7%,60
Army,John McKillop,All,363,65,89.0,102.2,109.4,41.5%,11.3°,10.1°,47.7,3.1%,2,0.259,0.306,0.319,0.38,40.0%,21.5%,36.9%,42.7%,66.7%,89.6%,26.9%,21.3%,88
Butler,Jack Bello,All,368,75,87.8,105.4,109.9,42.7%,13.9°,20.6°,33.3,10.7%,8,0.278,0.289,0.319,0.374,34.7%,30.7%,26.7%,57.6%,86.0%,87.4%,36.5%,30.2%,66
Murray State,Dustin Mercer,All,346,58,86.5,101.0,101.8,31.0%,6.5°,3.8°,31.0,0.0%,0,0.273,0.237,0.319,0.288,51.7%,29.3%,17.2%,44.8%,66.7%,90.8%,28.6%,18.1%,91
Cal Poly,Dylan Kordic,All,819,127,89.9,106.3,110.0,38.6%,13.0°,17.6°,30.7,4.7%,6,0.243,0.253,0.319,0.342,41.7%,26.8%,24.4%,44.6%,68.0%,82.6%,27.3%,24.9%,103
Appalachian State,Joseph Zamora,All,635,134,83.6,97.6,101.1,20.1%,9.1°,11.1°,31.3,0.7%,1,0.276,0.277,0.319,0.351,44.8%,23.9%,26.9%,47.4%,76.1%,86.8%,23.4%,15.6%,130
UMass Lowell,Rowan Masse,All,188,42,74.7,92.9,98.2,7.1%,4.9°,8.3°,45.2,2.4%,1,0.265,0.268,0.319,0.304,50.0%,14.3%,28.6%,43.6%,60.5%,85.7%,30.8%,20.7%,57
SIUE,Trace Harrington,All,77,11,91.0,102.6,103.7,27.3%,13.8°,11.8°,27.3,0.0%,0,0.211,0.147,0.319,0.259,27.3%,27.3%,9.1%,37.7%,56.8%,66.7%,20.0%,27.6%,81
Louisiana Tech,Elijah (Eli) Berch,All,596,102,88.8,102.5,106.3,39.2%,7.3°,10.7°,32.4,2.9%,3,0.242,0.28,0.319,0.371,47.1%,20.6%,26.5%,40.8%,65.5%,85.5%,21.1%,24.3%,112
Louisville,Kamau Neighbors,All,598,127,83.8,97.6,102.0,11.0%,13.3°,7.1°,32.3,0.0%,0,0.285,0.277,0.319,0.325,44.1%,24.4%,28.3%,42.6%,63.4%,93.5%,26.1%,7.5%,90
George Fox,Brennan Bates,All,144,19,86.4,96.0,101.5,26.3%,14.9°,14.9°,42.1,0.0%,0,0.2,0.197,0.319,0.306,36.8%,36.8%,26.3%,43.1%,66.7%,70.6%,30.1%,41.9%,75
San Diego,Nico Libed,All,543,80,83.1,96.7,99.2,13.8%,1.0°,10.5°,33.8,0.0%,0,0.248,0.235,0.318,0.327,52.5%,12.5%,28.7%,31.5%,52.1%,90.3%,15.4%,16.4%,106
Nebraska,Robby Bolin,All,487,91,83.5,101.6,102.5,28.6%,1.2°,1.5°,27.5,0.0%,0,0.281,0.271,0.318,0.344,60.4%,14.3%,24.2%,44.8%,64.9%,88.7%,26.6%,17.9%,82
Rice,Colin Robson,All,461,74,81.9,98.0,100.8,21.6%,7.6°,7.4°,29.7,0.0%,0,0.266,0.202,0.318,0.298,56.8%,23.0%,17.6%,44.0%,64.3%,83.0%,27.1%,27.6%,81
Dartmouth,Zackarie Casebonne,All,221,43,87.0,100.8,102.4,34.9%,7.3°,17.8°,30.2,0.0%,0,0.315,0.273,0.318,0.327,37.2%,20.9%,34.9%,41.2%,65.3%,84.8%,20.8%,25.3%,119
Ohio,Drew Cox,All,49,11,88.1,102.6,104.7,36.4%,18.4°,16.0°,27.3,0.0%,0,0.308,0.316,0.318,0.361,36.4%,36.4%,27.3%,44.9%,80.0%,87.5%,20.7%,13.6%,135
Eastern Kentucky,Gregory Caban,All,168,28,86.7,95.4,99.2,21.4%,15.0°,1.4°,46.4,0.0%,0,0.229,0.254,0.318,0.349,35.7%,14.3%,42.9%,32.1%,49.3%,94.4%,18.9%,14.8%,86
Columbia,Jimmy Chadwell,All,45,8,84.8,95.3,95.5,25.0%,14.1°,5.0°,25.0,0.0%,0,0.3,0.217,0.318,0.218,50.0%,25.0%,25.0%,44.4%,65.2%,100.0%,22.7%,0.0%,108
UMES,Christian Azcona,All,33,10,76.3,94.6,97.4,10.0%,19.2°,5.6°,40.0,0.0%,0,0.3,0.258,0.318,0.274,50.0%,50.0%,0.0%,51.5%,82.4%,85.7%,18.8%,29.4%,106
Bucknell,Christopher Morabito,All,523,77,84.5,100.5,103.1,29.9%,9.1°,18.2°,33.8,3.9%,3,0.198,0.23,0.318,0.357,42.9%,26.0%,27.3%,38.0%,62.1%,83.8%,20.7%,26.6%,104
Lebanon Valley,Dylan Mennillo,All,124,17,69.9,81.1,85.8,0.0%,6.9°,-,23.5,0.0%,0,0.273,0.251,0.318,0.305,58.8%,17.6%,17.6%,33.9%,58.5%,90.3%,15.5%,14.3%,136
Tennessee Tech,Landon Smelser,All,187,38,85.2,98.1,101.2,21.1%,-1.4°,0.2°,23.7,0.0%,0,0.277,0.266,0.318,0.331,60.5%,15.8%,21.1%,42.2%,63.6%,89.8%,27.3%,17.7%,84
Florida International,Alex Ulloa,All,705,136,85.4,103.3,105.8,31.6%,3.3°,12.0°,33.1,4.4%,6,0.247,0.26,0.318,0.331,51.5%,22.1%,25.0%,52.6%,76.1%,77.8%,31.8%,28.8%,68
South Alabama,Lucas Ismaili,All,350,55,87.0,101.0,104.1,30.9%,14.3°,8.0°,29.1,0.0%,0,0.25,0.214,0.318,0.315,41.8%,29.1%,20.0%,36.6%,63.3%,93.2%,19.0%,19.5%,111
Arkansas State,Jake Henry Williams,All,512,87,88.7,107.1,109.7,39.1%,12.0°,12.4°,32.2,11.5%,10,0.231,0.251,0.318,0.333,40.2%,31.0%,20.7%,52.0%,76.0%,76.1%,30.4%,33.1%,93
FGCU,Harrison Povey,All,619,111,91.5,107.0,110.2,47.7%,27.2°,22.9°,32.4,18.9%,21,0.222,0.274,0.318,0.406,24.3%,41.4%,19.8%,51.4%,72.4%,82.0%,37.5%,25.8%,72
Mercyhurst,Landon Diberadin,All,75,21,83.7,94.3,97.8,4.8%,14.8°,0.7°,47.6,0.0%,0,0.304,0.336,0.318,0.366,38.1%,23.8%,33.3%,53.3%,81.8%,91.7%,12.9%,7.5%,146
South Carolina,Kennedy Jones,All,559,92,92.4,106.2,110.7,47.8%,10.1°,7.9°,40.2,6.5%,6,0.258,0.305,0.318,0.393,42.4%,26.1%,27.2%,44.7%,68.9%,78.6%,26.0%,27.2%,85
St. Thomas (FL),Lucas Lopez,All,381,72,80.9,94.8,97.3,5.6%,-0.2°,14.5°,38.9,0.0%,0,0.273,0.267,0.318,0.324,51.4%,15.3%,29.2%,38.1%,61.0%,93.3%,19.1%,13.8%,122
Yale,Alec Atkinson,All,400,85,88.2,101.4,106.8,28.2%,9.2°,4.8°,43.5,1.2%,1,0.287,0.302,0.318,0.339,40.0%,16.5%,34.1%,48.2%,73.6%,88.1%,27.1%,17.6%,92
Grambling,Nyan Hayes,All,77,11,85.0,92.1,95.8,27.3%,3.7°,-0.1°,27.3,0.0%,0,0.214,0.21,0.318,0.328,54.5%,27.3%,18.2%,39.0%,63.3%,94.7%,23.4%,20.0%,127
Mercer,Michael Graziano,All,408,43,86.5,107.2,111.5,32.6%,17.7°,12.8°,25.6,2.3%,1,0.194,0.194,0.318,0.334,39.5%,32.6%,16.3%,33.1%,53.4%,68.8%,17.9%,39.3%,101
Mars Hill,Evan Grant,All,92,13,80.5,91.2,94.9,0.0%,11.6°,-,46.2,0.0%,0,0.304,0.197,0.318,0.293,53.8%,15.4%,23.1%,35.9%,53.2%,76.0%,17.8%,30.3%,36
Harvard,Jordan Kang,All,382,53,87.1,100.9,102.6,43.4%,16.2°,18.7°,34.0,7.5%,4,0.229,0.205,0.318,0.29,32.1%,37.7%,24.5%,40.8%,62.0%,90.8%,25.9%,28.2%,87
Shenandoah,Anthony Arrichiello,All,62,13,80.1,92.5,93.0,0.0%,15.5°,-,23.1,0.0%,0,0.214,0.279,0.318,0.347,46.2%,46.2%,7.7%,29.0%,54.2%,84.6%,13.2%,11.1%,151
Northern Illinois,Andrew Smart,All,431,68,83.4,98.7,105.7,22.1%,14.2°,8.2°,25.0,1.5%,1,0.229,0.227,0.318,0.337,44.1%,32.4%,19.1%,38.1%,64.7%,91.1%,20.2%,21.3%,121
Catawba College,Ty Hubbard,All,93,15,85.5,98.7,99.1,26.7%,5.4°,15.3°,26.7,0.0%,0,0.19,0.209,0.318,0.32,53.3%,26.7%,20.0%,35.5%,66.7%,83.3%,15.8%,24.2%,147
Troy,Dillon Kuehl,All,380,35,87.3,104.3,105.5,37.1%,9.0°,13.2°,28.6,5.7%,2,0.224,0.223,0.318,0.332,45.7%,25.7%,28.6%,34.5%,56.9%,80.8%,15.5%,21.4%,113
Texas A&M Kingsville,Maurice Martinez,All,53,9,80.2,96.3,97.3,22.2%,-3.6°,3.7°,22.2,0.0%,0,0.308,0.25,0.318,0.27,66.7%,22.2%,11.1%,47.2%,75.0%,76.2%,16.0%,32.0%,98
Carson-Newman,Julian Hines,All,81,10,72.3,90.3,92.6,0.0%,-1.6°,-,20.0,0.0%,0,0.214,0.182,0.318,0.356,60.0%,20.0%,10.0%,34.6%,60.0%,88.9%,19.6%,21.4%,92
St. Bonaventure,Jayce Tharnish,All,196,49,84.3,100.7,104.2,32.7%,6.6°,9.2°,26.5,0.0%,0,0.246,0.23,0.317,0.288,51.0%,22.4%,24.5%,50.5%,81.0%,92.2%,29.9%,19.2%,97
Ole Miss,Hayden Federico,All,745,129,87.8,100.6,104.6,31.8%,10.9°,14.6°,34.9,1.6%,2,0.238,0.268,0.317,0.372,41.9%,31.0%,24.8%,40.9%,66.5%,90.7%,19.5%,17.0%,126
Oregon State,Dawson Santana,All,71,11,82.1,96.7,97.1,18.2%,12.2°,23.3°,45.5,0.0%,0,0.25,0.285,0.317,0.424,45.5%,27.3%,27.3%,33.8%,53.8%,76.2%,9.4%,20.8%,136
Purdue,Avery Moore,All,191,31,88.1,101.9,105.0,32.3%,22.0°,11.1°,38.7,3.2%,1,0.262,0.253,0.317,0.338,25.8%,35.5%,32.3%,52.4%,78.8%,83.6%,31.1%,28.0%,118
Milwaukee,Bradyn Horn,All,145,14,83.4,98.3,101.3,28.6%,8.9°,9.7°,35.7,0.0%,0,0.214,0.171,0.317,0.277,50.0%,21.4%,28.6%,29.7%,47.5%,89.3%,17.4%,18.6%,95
Illinois Wesleyan,Gage Wolfe,All,108,25,80.7,93.5,94.9,0.0%,13.8°,-,40.0,0.0%,0,0.321,0.276,0.317,0.344,36.0%,28.0%,28.0%,47.2%,78.6%,93.9%,27.3%,15.7%,98
Indiana,Jasen Oliver,All,344,60,88.0,104.1,106.5,40.0%,11.4°,8.1°,31.7,8.3%,5,0.194,0.287,0.317,0.405,45.0%,23.3%,26.7%,37.5%,62.7%,85.1%,18.0%,21.7%,114
California,Peter Moutzouridis,All,804,176,87.6,102.5,109.8,35.2%,5.8°,5.5°,30.1,2.8%,5,0.271,0.276,0.317,0.332,51.7%,22.7%,22.2%,46.0%,71.9%,91.6%,24.4%,14.9%,105
Samford,Gus Gandy,All,577,119,81.5,97.9,100.7,16.8%,7.8°,10.8°,36.1,0.0%,0,0.26,0.271,0.317,0.32,47.9%,17.6%,30.3%,42.8%,60.3%,85.1%,27.7%,20.6%,80
USC Aiken,Brody Yeomans,All,99,9,85.5,95.7,97.0,22.2%,8.6°,7.4°,55.6,0.0%,0,0.235,0.151,0.317,0.279,44.4%,11.1%,44.4%,47.5%,71.4%,76.0%,34.4%,36.2%,69
Sacramento State,Cameron Sewell,All,680,99,89.6,101.5,107.3,35.4%,15.4°,10.1°,37.4,1.0%,1,0.25,0.233,0.317,0.299,37.4%,22.2%,32.3%,42.1%,64.9%,85.4%,25.6%,26.6%,106
Hofstra,Tyler Castrataro,All,513,85,83.6,102.8,108.3,28.2%,10.6°,15.1°,38.8,3.5%,3,0.262,0.228,0.317,0.291,41.2%,27.1%,24.7%,55.8%,79.0%,72.3%,37.7%,36.0%,65
James Madison,Kyle Langley,All,763,134,86.5,100.0,104.3,26.9%,10.8°,8.0°,34.3,0.7%,1,0.246,0.279,0.317,0.364,42.5%,17.9%,29.9%,42.3%,68.2%,88.0%,22.6%,17.6%,112
Dartmouth,Camden Rush,All,146,26,83.6,95.2,97.9,11.5%,3.6°,12.0°,30.8,0.0%,0,0.297,0.239,0.317,0.262,57.7%,15.4%,26.9%,42.5%,66.7%,87.5%,18.9%,16.1%,123
Kansas State,David Bishop,All,412,73,86.9,104.5,108.8,34.2%,11.8°,9.9°,27.4,5.5%,4,0.24,0.262,0.317,0.334,46.6%,28.8%,19.2%,44.7%,64.3%,86.4%,30.7%,25.5%,75
Texas A&M-Corpus Christi,Christian Smith-Johnson,All,127,19,83.4,95.5,98.9,21.1%,7.3°,6.7°,10.5,0.0%,0,0.31,0.212,0.317,0.308,52.6%,15.8%,15.8%,57.5%,85.2%,82.6%,37.0%,26.0%,31
